2026-03-24 18:34:21 | INFO     | main | Starting zeroto platform API
2026-03-24 18:34:21 | INFO     | main | Database tables ready
2026-03-24 18:34:29 | INFO     | routers.analyze | POST /api/quick-read
2026-03-24 18:34:29 | INFO     | services.ai | Quick read (length=694)
2026-03-24 18:34:32 | INFO     | services.ai | Quick read done: title='Plant-Based Meal Kit Subscription' viability=8
2026-03-24 18:34:40 | INFO     | routers.analyze | POST /api/full-analysis
2026-03-24 18:34:40 | INFO     | services.ai | Full analysis (length=694)
2026-03-24 18:34:53 | INFO     | services.ai | Full analysis done: title='Sustainable Plant-Based Meal Kit Subscription Service' viability=6
2026-03-24 18:34:59 | INFO     | routers.ideas | Idea created: id=96c088a4-6b92-4a88-87fd-86448a617dc4 user=5141b1e4-9046-42f6-88ad-889df2ebee4c
2026-03-24 18:34:59 | INFO     | routers.ideas | Built idea detail for idea_id=96c088a4-6b92-4a88-87fd-86448a617dc4
2026-03-24 18:35:03 | INFO     | routers.ideas | Idea created: id=6c41c2b9-6e3e-4a6c-934d-dd87ca37b887 user=5141b1e4-9046-42f6-88ad-889df2ebee4c
2026-03-24 18:35:03 | INFO     | routers.ideas | Built idea detail for idea_id=6c41c2b9-6e3e-4a6c-934d-dd87ca37b887
2026-03-24 18:35:07 | INFO     | main | Shutting down
2026-03-24 18:37:19 | INFO     | main | Starting zeroto platform API
2026-03-24 18:37:19 | INFO     | main | Database tables ready
2026-03-24 18:37:23 | INFO     | routers.ideas | Listing ideas for user: retr0@gmail.com
2026-03-24 18:37:28 | INFO     | routers.analyze | POST /api/quick-read
2026-03-24 18:37:28 | INFO     | services.ai | Quick read (length=694)
2026-03-24 18:37:32 | INFO     | services.ai | Quick read done: title='Sustainable Meal Kits' viability=7
2026-03-24 18:37:40 | INFO     | routers.analyze | POST /api/full-analysis
2026-03-24 18:37:40 | INFO     | services.ai | Full analysis (length=694)
2026-03-24 18:37:54 | INFO     | services.ai | Full analysis done: title='Sustainable Plant-Based Meal Kit Subscription Service' viability=5
2026-03-24 18:38:20 | INFO     | routers.ideas | Idea created: id=4ec5943a-9811-4861-94c5-e5a07089393f user=5141b1e4-9046-42f6-88ad-889df2ebee4c
2026-03-24 18:38:20 | INFO     | routers.ideas | Built idea detail for idea_id=4ec5943a-9811-4861-94c5-e5a07089393f
2026-03-24 18:38:20 | INFO     | routers.ideas | Committed DB session after building idea detail for idea_id=4ec5943a-9811-4861-94c5-e5a07089393f
